ACO000036254;ACOS00037460;22061602002                   ;17 Jun 2022 09:14;SRBGK02 ;Input;Penjualan Kredit;000456;VINVIN;AMPUI /JL.MARTADINATA PASIR GARAM DEPAN ;GT;PROVISION SMALL STORE;  ;;;PS21213B;PS SMRT FCL SOFT PACK 48X250S GT;UNIVENUS;6;0;8.818,19;52.909,14;52.909,14;58.729,15;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;
ACO000036254;ACOS00037460;22061602002                   ;17 Jun 2022 09:14;SRBGK02 ;Input;Penjualan Kredit;000456;VINVIN;AMPUI /JL.MARTADINATA PASIR GARAM DEPAN ;GT;PROVISION SMALL STORE;  ;;;NC24399B;NICE FACIAL SOFT PACK 36X250S GT RE-SPEC;UNIVENUS;6;0;7.636,37;45.818,22;45.818,22;50.858,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;
ACO000036254;ACOS00037460;22061602002                   ;17 Jun 2022 09:14;SRBGK02 ;Input;Penjualan Kredit;000456;VINVIN;AMPUI /JL.MARTADINATA PASIR GARAM DEPAN ;GT;PROVISION SMALL STORE;  ;;;PS31229;PASEO SMART FACIAL TRAVEL PACK 50'S GT;UNIVENUS;6;0;1.680,00;10.080,00;10.080,00;11.188,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;
ACO000036255;ACOS00037462;22061602202                   ;17 Jun 2022 09:14;SRBGK02 ;Input;Penjualan Kredit;000485;AA / RENNY FECILIA;JL. NILA RAYA SUMBERJO;GT;PROVISION SMALL STORE;  ;;;NC24375;NICE FACIAL SOFT PACK 60 X 180'S - GT;UNIVENUS;12;0;5.150,00;61.800,00;61.800,00;68.598,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;
ACO000036255;ACOS00037462;22061602202                   ;17 Jun 2022 09:14;SRBGK02 ;Input;Penjualan Kredit;000485;AA / RENNY FECILIA;JL. NILA RAYA SUMBERJO;GT;PROVISION SMALL STORE;  ;;;PS31229;PASEO SMART FACIAL TRAVEL PACK 50'S GT;UNIVENUS;12;0;1.680,00;20.160,00;20.160,00;22.377,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;
ACO000036255;ACOS00037462;22061602202                   ;17 Jun 2022 09:14;SRBGK02 ;Input;Penjualan Kredit;000485;AA / RENNY FECILIA;JL. NILA RAYA SUMBERJO;GT;PROVISION SMALL STORE;  ;;;PS41563;PS SMRT HKY PERF 6 PACK 12s X 40;UNIVENUS;3;0;4.160,00;12.480,00;12.480,00;13.852,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;
ACO000036256;ACOS00037464;22061602402                   ;17 Jun 2022 09:14;SRBGK02 ;Input;Penjualan Kredit;001663;APOTEK K-24;LEMBAWAI SAMPING SIMPANG MITRO YAMAHA;GT;PROVISION SMALL STORE;  ;;;NC24399B;NICE FACIAL SOFT PACK 36X250S GT RE-SPEC;UNIVENUS;3;0;7.636,37;22.909,11;22.909,11;25.429,11;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;
ACO000036256;ACOS00037464;22061602402                   ;17 Jun 2022 09:14;SRBGK02 ;Input;Penjualan Kredit;001663;APOTEK K-24;LEMBAWAI SAMPING SIMPANG MITRO YAMAHA;GT;PROVISION SMALL STORE;  ;;;NC74035;NC FCL KILOAN 900GR X 20 GT;UNIVENUS;3;0;30.630,63;91.891,89;91.891,89;102.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;
ACO000036257;ACOS00037475;22061603203;17 Jun 2022 09:15;SRBGK03 ;Input;Penjualan Kredit;000050;JJ MART / CV PADMA KERTA WARDANA;JL.STADION SIMPANG 4 GABEK;GT;WHOLESALE;  ;;;PS21039;PS ELG FCL SOFT PACK 220s X 40;UNIVENUS;6;0;14.490,00;86.940,00;86.940,00;96.503,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;
ACO000036257;ACOS00037475;22061603203;17 Jun 2022 09:15;SRBGK03 ;Input;Penjualan Kredit;000050;JJ MART / CV PADMA KERTA WARDANA;JL.STADION SIMPANG 4 GABEK;GT;WHOLESALE;  ;;;PS41094;PASEO BABY WPES GZTE JOJOBA 18X50S BOGOF;UNIVENUS;3;0;14.000,00;42.000,00;42.000,00;46.620,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;
ACO000036257;ACOS00037475;22061603203;17 Jun 2022 09:15;SRBGK03 ;Input;Penjualan Kredit;000050;JJ MART / CV PADMA KERTA WARDANA;JL.STADION SIMPANG 4 GABEK;GT;WHOLESALE;  ;;;NC15432;NC FCL BOX PERF 60s X 72;UNIVENUS;6;0;5.697,73;34.186,38;34.186,38;37.946,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;
ACO000036257;ACOS00037475;22061603203;17 Jun 2022 09:15;SRBGK03 ;Input;Penjualan Kredit;000050;JJ MART / CV PADMA KERTA WARDANA;JL.STADION SIMPANG 4 GABEK;GT;WHOLESALE;  ;;;NC74127;NC FCL KILOAN 700GR X 20;UNIVENUS;10;0;26.727,27;267.272,70;267.272,70;296.672,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;
ACO000036257;ACOS00037475;22061603203;17 Jun 2022 09:15;SRBGK03 ;Input;Penjualan Kredit;000050;JJ MART / CV PADMA KERTA WARDANA;JL.STADION SIMPANG 4 GABEK;GT;WHOLESALE;  ;;;PS21213B;PS SMRT FCL SOFT PACK 48X250S GT;UNIVENUS;24;0;8.818,19;211.636,56;211.636,56;234.916,58;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;
ACO000036257;ACOS00037475;22061603203;17 Jun 2022 09:15;SRBGK03 ;Input;Penjualan Kredit;000050;JJ MART / CV PADMA KERTA WARDANA;JL.STADION SIMPANG 4 GABEK;GT;WHOLESALE;  ;;;PS41063;PASEO BABY WIPES GAZETTE 50'S X 18;UNIVENUS;3;0;14.000,00;42.000,00;42.000,00;46.620,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;
ACO000036257;ACOS00037475;22061603203;17 Jun 2022 09:15;SRBGK03 ;Input;Penjualan Kredit;000050;JJ MART / CV PADMA KERTA WARDANA;JL.STADION SIMPANG 4 GABEK;GT;WHOLESALE;  ;;;PS21398;PASEO ULTRASOFT FACIAL SOFTPACK 40X100S;UNIVENUS;6;0;10.904,73;65.428,38;65.428,38;72.625,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;
ACO000036257;ACOS00037475;22061603203;17 Jun 2022 09:15;SRBGK03 ;Input;Penjualan Kredit;000050;JJ MART / CV PADMA KERTA WARDANA;JL.STADION SIMPANG 4 GABEK;GT;WHOLESALE;  ;;;PS11208B;PS ELG TWL CALORIE ABSORB 1 ROLL 18X70S;UNIVENUS;6;0;10.518,18;63.109,08;63.109,08;70.051,08;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;
ACO000036257;ACOS00037475;22061603203;17 Jun 2022 09:15;SRBGK03 ;Input;Penjualan Kredit;000050;JJ MART / CV PADMA KERTA WARDANA;JL.STADION SIMPANG 4 GABEK;GT;WHOLESALE;  ;;;PS21138;PS ELG FCL SOFT PACK 280s X 40;UNIVENUS;6;0;16.698,18;100.189,08;100.189,08;111.209,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;
ACO000036257;ACOS00037475;22061603203;17 Jun 2022 09:15;SRBGK03 ;Input;Penjualan Kredit;000050;JJ MART / CV PADMA KERTA WARDANA;JL.STADION SIMPANG 4 GABEK;GT;WHOLESALE;  ;;;NC34114;NC FCL TRAVEL PACK 60s X 96;UNIVENUS;10;0;3.003,64;30.036,40;30.036,40;33.340,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;
ACO000036257;ACOS00037475;22061603203;17 Jun 2022 09:15;SRBGK03 ;Input;Penjualan Kredit;000050;JJ MART / CV PADMA KERTA WARDANA;JL.STADION SIMPANG 4 GABEK;GT;WHOLESALE;  ;;;PS31090;PS CHAR FCL TRAVEL PACK 70s X 48;UNIVENUS;10;0;4.181,82;41.818,20;41.818,20;46.418,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;
